OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47347,23,0,0,500237,,,,365858.175,No,,2262313.083,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27147756.996,,{33977761-13bd-4b2e-aadf-d86ca9e1d393},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47348,23,0,0,500238,,,,365858.175,No,,2262307.833,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27147693.996,,{dd434065-7f3c-4e3c-8781-a2324c748961},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,5.0,,,Yes,,,,No,,,Top of pile damaged,Passed,Yes,2026-02-11 06:00:00,,2026-02-11 06:00:00,2026-02-11 06:00:00,,Remediation,,,,,,,,,,,,,,,,,,,,1
47349,23,0,0,500239,,,,365858.175,No,,2262302.583,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27147630.996,,{ce1c4135-ea85-48b2-9349-4de817d45f82},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47350,23,0,0,500240,,,,365858.175,No,,2262293.666,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27147523.992000002,,{4a24ae31-dbc8-48cf-a987-4df97b917f28},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47351,24,0,0,500241,,,365854.465,365854.56,Yes,2263321.755,2263321.833,Yes,900.822,901.0185,17.5,900.822,1.0,3.5,No,-883.322,14.0,No,,Yes,,,Yes,,1.1399999996647239,0.9360000025480986,,{86b2501d-e183-4612-81d8-1b73ad9bbc87},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47352,24,0,0,500242,,,365854.516,365854.56,Yes,2263327.038,2263327.083,Yes,901.084,901.0185,17.5,901.084,1.0,3.5,No,-883.584,14.0,No,,Yes,,,Yes,,0.5279999999329448,0.5399999991059303,,{01257a19-e2f7-4579-aa69-205ec81fd6b2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47353,24,0,0,500243,,,365854.542,365854.56,Yes,2263334.519,2263334.583,Yes,901.045,901.0185,16.5,901.045,1.0,3.5,No,-884.545,13.0,No,,Yes,,,Yes,,0.21599999978207052,0.7680000029504299,,{a62ed4de-b5eb-419c-a6f0-45cf1b9f71f5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47354,24,0,0,500244,,,365854.531,365854.56,Yes,2263340.425,2263340.583,No,900.883,901.0185,16.5,900.883,1.0,3.5,No,-884.383,13.0,No,,Yes,,,Yes,,0.3479999997653067,1.8960000034421682,,{bc12e754-c96b-48cb-a770-f243850cef23},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47355,24,0,0,500245,,,365858.204,365858.175,Yes,2263340.488,2263340.583,Yes,901.067,901.0185,16.5,901.067,1.0,3.5,No,-884.567,13.0,No,,Yes,,,Yes,,-0.34800000046379864,1.1400000024586916,,{f14dc8e3-f148-4529-98dd-826e5035c84b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47356,24,0,0,500246,,,365858.256,365858.175,Yes,2263334.482,2263334.583,No,900.961,901.0185,16.5,900.961,1.0,3.5,No,-884.461,13.0,No,,Yes,,,Yes,,-0.9720000000670552,1.2120000030845404,,{24ca6b48-10e0-4461-8bf4-4d4801096f6b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47357,24,0,0,500247,,,365858.138,365858.175,Yes,2263327.059,2263327.083,Yes,900.94,901.0185,17.5,900.94,1.0,3.5,No,-883.44,14.0,No,,Yes,,,Yes,,0.44400000013411045,0.2880000025033951,,{0d37a8d2-0fc9-4e31-9591-4b7a7be87df0},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47358,24,0,0,500248,,,365858.061,365858.175,Yes,2263321.727,2263321.833,No,900.957,901.0185,17.5,900.957,1.0,3.5,No,-883.457,14.0,No,,Yes,,,Yes,,1.3680000000167638,1.2720000017434359,,{bdaac73d-a3e3-44ba-8f2e-892e209aa7c6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47359,24,0,0,500249,,,365858.121,365858.175,Yes,2263316.545,2263316.583,Yes,900.959,901.0185,17.5,900.959,1.0,3.5,No,-883.459,14.0,No,,Yes,,,Yes,,0.6480000000447035,0.45600000210106373,,{aa81b9a7-a87b-43c5-b315-6828ffbcec9e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47360,24,0,0,500250,,,365858.099,365858.175,Yes,2263307.592,2263307.666,Yes,901.011,901.0185,16.5,901.011,1.0,3.5,No,-884.511,13.0,No,,Yes,,,Yes,,0.9120000000111759,0.8880000002682209,,{c57913b1-a00d-487f-8a74-eabdcdc13384},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47361,24,0,0,500251,,,365854.457,365854.56,Yes,2263316.477,2263316.583,No,900.85,901.0185,17.5,900.85,1.0,3.5,No,-883.35,14.0,No,,Yes,,,Yes,,1.2360000000335276,1.2720000017434359,,{b84c3349-8f40-46d1-8e56-ef5d90590017},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47362,24,0,0,500252,,,365854.465,365854.56,Yes,2263307.614,2263307.666,Yes,900.949,901.0185,16.5,900.949,1.0,3.5,No,-884.449,13.0,No,,Yes,,,Yes,,1.1399999996647239,0.6240000016987324,,{23d13b94-b02b-4ead-8ac8-8c7e37c09495},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-12 06:00:00,,,2026-02-12 06:00:00,2026-02-12 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47363,29,0,0,500253,,,,365899.605,No,,2257404.815,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27088857.78,,{4878e127-1018-45cc-83b7-113a88c965fc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47364,29,0,0,500254,,,,365899.605,No,,2257410.065,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27088920.78,,{06216e3d-3f08-4e28-813d-3207da1b64c6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47365,29,0,0,500255,,,,365899.605,No,,2257415.315,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27088983.78,,{c7f9ffa7-de55-49e0-a8d7-88b5af17498c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47366,29,0,0,500256,,,,365899.605,No,,2257422.815,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390795.26,27089073.78,,{219bee16-0833-4e20-b097-ade720f8ec56},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47367,29,0,0,500257,,,,365899.605,No,,2257428.815,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390795.26,27089145.78,,{abf2bb41-95de-48e7-a0d5-5cfb900b1228},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47368,29,0,0,500258,,,,365903.219,No,,2257428.815,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390838.628,27089145.78,,{8165f3f3-7761-400b-8861-308a094929d6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47369,29,0,0,500259,,,,365903.219,No,,2257422.815,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390838.628,27089073.78,,{102f371f-35a2-4093-8f6b-d053ce75d80c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47370,29,0,0,500260,,,,365903.219,No,,2257415.315,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27088983.78,,{4dc55af9-a61d-4821-a336-9daba63c8c4e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47371,29,0,0,500261,,,,365903.219,No,,2257410.065,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27088920.78,,{2b273455-4649-4e99-b827-e5ba100b59ab},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47372,29,0,0,500262,,,,365903.219,No,,2257404.815,No,,888.7043,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27088857.78,,{aa4b725a-d875-4b3f-8444-4bfaa1bad0ab},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47373,29,0,0,500263,,,,365899.605,No,,2257395.899,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390795.26,27088750.788000003,,{daae01fd-4f93-4b12-a835-d0f490dcebc0},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47374,29,0,0,500264,,,,365903.219,No,,2257395.899,No,,888.7043,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390838.628,27088750.788000003,,{5f987a10-e633-4746-8dc3-54fccd681d95},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47375,30,0,0,500265,,,365899.623,365899.605,Yes,2258253.848,2258253.899,Yes,894.095,890.6012,16.5,894.095,1.0,3.5,No,-877.595,13.0,No,3.21,Yes,89.8363832144231,90.5652048279356,,,-0.21600000048056245,0.6119999997317791,,{8756617b-0465-4a27-a2d1-0d625c68cd1b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,2026-01-05 06:00:00,,,,,,,,,,,"Field verify – Reveal offset (above by 890.60 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47376,30,0,0,500266,,,365899.613,365899.605,Yes,2258262.795,2258262.815,Yes,894.109,890.6012,17.5,894.109,1.0,3.5,No,-876.609,14.0,No,5.22,No,90.2742132852973,90.4417826853224,,,-0.09600000036880374,0.24000000022351742,,{f1f5e301-646f-4481-a0c9-67b158ea2867},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.61 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47377,30,0,0,500267,,,365899.584,365899.605,Yes,2258268.034,2258268.065,Yes,894.243,890.6012,17.5,894.243,1.0,3.5,No,-876.743,14.0,No,2.57,Yes,90.3776093036975,90.4357009508281,,,0.2520000000949949,0.3719999995082617,,{667f094b-e254-457e-822a-75074fd51772},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.74 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47378,30,0,0,500268,,,365899.583,365899.605,Yes,2258273.266,2258273.315,Yes,894.18,890.6012,17.5,894.18,1.0,3.5,No,-876.68,14.0,No,0.92,Yes,90.2538498509429,90.2239854865891,,,0.2639999999664724,0.588000001385808,,{da6fd321-a922-41a8-8718-7cb5b56d6e51},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,Passed,Yes,2026-02-10 06:00:00,,2026-02-10 06:00:00,,,Random Pull Test,,,,,,"Field verify – Reveal offset (above by 890.68 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47379,30,0,0,500269,,,365899.572,365899.605,Yes,2258280.756,2258280.815,Yes,894.143,890.6012,16.5,894.143,1.0,3.5,No,-877.643,13.0,No,2.14,Yes,90.2268229639534,90.0302432164572,,,0.3959999999497086,0.707999998703599,,{134e3664-9d8a-49bc-8784-8b7e46e571fa},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.64 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47380,30,0,0,500270,,,365899.551,365899.605,Yes,2258286.785,2258286.815,Yes,894.298,890.6012,16.5,894.298,1.0,3.5,No,-877.798,13.0,No,2.84,Yes,90.3623514830542,89.753599228446,,,0.6480000000447035,0.3599999975413084,,{496c0755-2f77-48b4-b9f1-98478a7223ab},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,2026-01-05 06:00:00,,,,,,,,,,,"Field verify – Reveal offset (above by 890.80 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47381,30,0,0,500271,,,365903.297,365903.219,Yes,2258286.749,2258286.815,Yes,894.281,890.6012,16.5,894.281,1.0,3.5,No,-877.781,13.0,No,3.63,Yes,89.9854246279143,91.0347387630103,,,-0.9360000004526228,0.792000001296401,,{41caf61c-587a-476d-92f1-6ece738c8344},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.78 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47382,30,0,0,500272,,,365903.221,365903.219,Yes,2258280.746,2258280.815,Yes,894.21,890.6012,16.5,894.21,1.0,3.5,No,-877.71,13.0,No,2.81,Yes,89.9105220196268,90.0149130090943,,,-0.0240000004414469,0.8280000016093254,,{6d9a561d-8415-4f02-bd5c-29448b215c28},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.71 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47383,30,0,0,500273,,,365903.228,365903.219,Yes,2258273.22,2258273.315,Yes,894.105,890.6012,17.5,894.105,1.0,3.5,No,-876.605,14.0,No,-1.05,Yes,89.9392248697154,90.0,,,-0.10800000024028122,1.1399999968707561,,{d9e93525-ac38-497e-9f7b-3c4aac5a35cc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.61 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47384,30,0,0,500274,,,365903.234,365903.219,Yes,2258267.942,2258268.065,No,894.117,890.6012,17.5,894.117,1.0,3.5,No,-876.617,14.0,No,0.25,Yes,90.1664250854838,89.9092225009025,,,-0.18000000016763806,1.476000001654029,,{253360c7-a4d2-402a-84d6-dc9004f01b77},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,Passed,Yes,2026-02-10 06:00:00,,2026-02-10 06:00:00,,,Random Pull Test,,,,,,"Field verify – Reveal offset (above by 890.62 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47385,30,0,0,500275,,,365903.245,365903.219,Yes,2258262.623,2258262.815,No,894.127,890.6012,17.5,894.127,1.0,3.5,No,-876.627,14.0,No,2.79,Yes,89.5352877513585,90.0449731296173,,,-0.31200000015087426,2.303999997675419,,{5a4be9b1-9449-4d10-b64e-5a9dcb9027b9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Easting out of tolerance – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47386,30,0,0,500276,,,365903.246,365903.219,Yes,2258253.815,2258253.899,Yes,894.003,890.6012,16.5,894.003,1.0,3.5,No,-877.503,13.0,No,2.23,Yes,90.0303232443582,90.1061312508384,,,-0.32400000002235174,1.0080000031739473,,{8f5348ed-ed07-40a6-ba84-9a79a6fc62d4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,"Field verify – Reveal offset (above by 890.50 ft) – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47387,31,0,0,500277,0.0,40.0,,365899.605,No,,2258808.815,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390795.26,27105705.78,,{c65553f7-144a-4b29-b5d5-934463ba84fb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,2026-01-05T15:15:44.744,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47388,31,0,0,500278,0.0,35.0,,365899.605,No,,2258814.065,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390795.26,27105768.78,,{be1a8001-737e-4dbb-9f79-d6669666356c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:18:53.34,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47389,31,0,0,500279,0.0,51.0,,365899.605,No,,2258819.315,No,,891.0764,17.5,,1.0,3.5,,,14.0,,0.0,Yes,,,,,4390795.26,27105831.78,,{166f4fc2-6647-4e98-87f0-ef81df3fc656},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:21:25.23,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47390,31,0,0,500280,0.0,51.0,,365899.605,No,,2258826.815,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390795.26,27105921.78,,{50498df9-16ce-468e-9600-05e46d67abae},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:23:57.491,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47391,31,0,0,500281,0.0,56.0,,365899.605,No,,2258832.815,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390795.26,27105993.78,,{3cb27c4f-3be5-4b6f-9fd0-4b63f12609b3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:31:56.329,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47392,31,0,0,500282,2.0,39.0,,365903.219,No,,2258832.815,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390838.628,27105993.78,,{b33554d0-6f73-432f-b73e-0b45a6e96893},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,,Doyle-2500-011_-_Machine_2,INCOMPLETE_NO_FINISH_TIME,UNSET,,,,,,,,,,,,,,,,0
47393,31,0,0,500283,0.0,40.0,,365903.219,No,,2258826.815,No,,891.0764,16.5,,1.0,3.5,,,13.0,,0.0,Yes,,,,,4390838.628,27105921.78,,{d7621855-2dd0-4794-8c94-6e490b78bd76},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,Installation,2026-01-05T14:31:11.603,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
